,Город,Федеральный округ,lat,lng
47,Астрахань,Южный,"46,347869","48,033574"
49,Ахтубинск,Южный,"48,284884","46,164413"
312,Знаменск,Южный,"48,586634","45,736744"
354,Камызяк,Южный,"46,110571","48,073235"
604,Нариманов,Южный,"46,690301","47,853623"
995,Харабали,Южный,"47,409315","47,252058"
