,Город,Федеральный округ,lat,lng
13,Алатырь,Приволжский,"54,839816","46,572195"
357,Канаш,Приволжский,"55,506943","47,491764"
413,Козловка,Приволжский,"55,840386","48,245127"
550,МариинскийПосад,Приволжский,"56,206952","87,742263"
662,Новочебоксарск,Приволжский,"56,109551","47,479125"
1004,Цивильск,Приволжский,"55,86501","47,47298"
1011,Чебоксары,Приволжский,"56,146277","47,251079"
1047,Шумерля,Приволжский,"55,497934","46,417846"
1071,Ядрин,Приволжский,"55,940689","46,202107"
