,Город,Федеральный округ,lat,lng
218,Губкинский,Уральский,"51,18651","37,380687"
496,Лабытнанги,Уральский,"66,660595","66,383963"
588,Муравленко,Уральский,"63,795285","74,494448"
599,Надым,Уральский,"65,535924","72,531341"
666,НовыйУренгой,Уральский,"47,757738","39,93643"
670,Ноябрьск,Уральский,"63,201801","75,450938"
801,Салехард,Уральский,"66,529844","66,614399"
918,Тарко-Сале,Уральский,"64,911819","77,761055"
