,Город,Федеральный округ,lat,lng
214,Грязи,Центральный,"52,496186","39,95533"
233,Данков,Центральный,"53,246197","39,134414"
264,Елец,Центральный,"52,62419","38,503653"
288,Задонск,Центральный,"52,391972","38,919456"
503,Лебедянь,Центральный,"53,020489","39,13135"
513,Липецк,Центральный,"52,60882","39,59922"
972,Усмань,Центральный,"52,043386","39,736069"
1009,Чаплыгин,Центральный,"53,240555","39,96699"
