,Город,Федеральный округ,lat,lng
33,Аргун,Северо-Кавказский,"56,694538","60,834315"
213,Грозный,Северо-Кавказский,"43,317776","45,694909"
219,Гудермес,Северо-Кавказский,"43,35188","46,103535"
488,Курчалой,Северо-Кавказский,"43,20463","46,088955"
969,Урус-Мартан,Северо-Кавказский,"43,127617","45,540614"
1035,Шали,Северо-Кавказский,"43,1488","45,900991"
