,Город,Федеральный округ,lat,lng
115,Болхов,Центральный,"53,443097","36,005087"
246,Дмитровск,Центральный,"52,505434","35,14151"
511,Ливны,Центральный,"52,426549","37,608041"
544,Малоархангельск,Центральный,"52,400974","36,502107"
592,Мценск,Центральный,"53,278939","36,575006"
655,Новосиль,Центральный,"52,974633","37,043756"
695,Орёл,Центральный,"52,970371","36,063837"
