,Город,Федеральный округ,lat,lng
46,Асино,Сибирский,"56,997514","86,153906"
378,Кедровый,Сибирский,"57,560963","79,566965"
418,Колпашево,Сибирский,"58,311384","82,902679"
826,Северск,Сибирский,"56,603185","84,880913"
890,Стрежевой,Сибирский,"60,732862","77,604002"
937,Томск,Сибирский,"56,48464","84,947649"
