,Город,Федеральный округ,lat,lng
362,Карабулак,Северо-Кавказский,"43,305594","44,909404"
534,Магас,Северо-Кавказский,"43,171501","44,81624"
542,Малгобек,Северо-Кавказский,"43,509645","44,590188"
601,Назрань,Северо-Кавказский,"43,225727","44,764641"
897,Сунжа,Северо-Кавказский,"43,320353","45,047682"
