,Город,Федеральный округ,lat,lng
156,Вилючинск,Дальневосточный,"52,906857","158,418296"
265,Елизово,Дальневосточный,"53,183053","158,388355"
727,Петропавловск-Камчатский,Дальневосточный,"53,024075","158,643566"
