,Город,Федеральный округ,lat,lng
178,Воткинск,Приволжский,"57,051806","53,987392"
200,Глазов,Приволжский,"58,14081","52,674235"
320,Ижевск,Приволжский,"56,852593","53,204843"
347,Камбарка,Приволжский,"56,266057","54,193358"
581,Можга,Приволжский,"56,442802","52,213839"
806,Сарапул,Приволжский,"56,461621","53,803678"
