,Город,Федеральный округ,lat,lng
285,Заводоуковск,Уральский,"56,508808","66,539174"
334,Ишим,Уральский,"56,11055","69,479639"
932,Тобольск,Уральский,"58,201698","68,253762"
955,Тюмень,Уральский,"57,153033","65,534328"
1073,Ялуторовск,Уральский,"56,654689","66,312206"
