,Город,Федеральный округ,lat,lng
9,Ак-Довурак,Сибирский,"51,178493","90,598474"
492,Кызыл,Сибирский,"51,719086","94,437757"
949,Туран,Сибирский,"52,144916","93,917309"
1006,Чадан,Сибирский,"51,284472","91,578913"
1033,Шагонар,Сибирский,"51,534705","92,919972"
