,Город,Федеральный округ,lat,lng
53,Бабушкин,Сибирский,"51,715833","105,864363"
225,Гусиноозёрск,Сибирский,"51,285526","106,529323"
290,Закаменск,Сибирский,"50,372602","103,286764"
494,Кяхта,Сибирский,"50,355214","106,449903"
822,Северобайкальск,Сибирский,"55,635996","109,335597"
963,Улан-Удэ,Сибирский,"51,834464","107,584574"
