,Город,Федеральный округ,lat,lng
23,Амурск,Дальневосточный,"50,226797","136,910607"
95,Бикин,Дальневосточный,"46,818592","134,255034"
187,Вяземский,Дальневосточный,"47,535352","134,755297"
422,Комсомольск-на-Амуре,Дальневосточный,"50,549923","137,007948"
634,Николаевск-на-Амуре,Дальневосточный,"53,146143","140,711046"
857,СоветскаяГавань,Дальневосточный,"57,587599","48,959521"
992,Хабаровск,Дальневосточный,"48,480223","135,071917"
