,Город,Федеральный округ,lat,lng
71,БахчисарайОспаривается,Южный,"44,754887","33,85214"
381,КерчьОспаривается,Южный,"45,356219","36,467378"
887,СтарыйКрымОспаривается,Южный,"52,585277","32,760346"
1051,ЩёлкиноОспаривается,Южный,"45,428886","35,825065"
