,Город,Федеральный округ,lat,lng
69,Барыш,Приволжский,"53,653468","47,118029"
243,Димитровград,Приволжский,"54,217715","49,621984"
324,Инза,Приволжский,"53,857035","46,351649"
659,Новоульяновск,Приволжский,"54,151718","48,384824"
833,Сенгилей,Приволжский,"53,96207","48,790584"
964,Ульяновск,Приволжский,"54,314192","48,403123"
